round,TP_0,TN_0,FP_0,FN_0,Accuracy_0,Sensitivity_0,Specificity_0,F1_0,AUC_0,TP_1,TN_1,FP_1,FN_1,Accuracy_1,Sensitivity_1,Specificity_1,F1_1,AUC_1,TP_2,TN_2,FP_2,FN_2,Accuracy_2,Sensitivity_2,Specificity_2,F1_2,AUC_2,TP_3,TN_3,FP_3,FN_3,Accuracy_3,Sensitivity_3,Specificity_3,F1_3,AUC_3,TP_4,TN_4,FP_4,FN_4,Accuracy_4,Sensitivity_4,Specificity_4,F1_4,AUC_4,TP_5,TN_5,FP_5,FN_5,Accuracy_5,Sensitivity_5,Specificity_5,F1_5,AUC_5,TP_6,TN_6,FP_6,FN_6,Accuracy_6,Sensitivity_6,Specificity_6,F1_6,AUC_6,TP_7,TN_7,FP_7,FN_7,Accuracy_7,Sensitivity_7,Specificity_7,F1_7,AUC_7,TP_8,TN_8,FP_8,FN_8,Accuracy_8,Sensitivity_8,Specificity_8,F1_8,AUC_8,TP_9,TN_9,FP_9,FN_9,Accuracy_9,Sensitivity_9,Specificity_9,F1_9,AUC_9,TP_10,TN_10,FP_10,FN_10,Accuracy_10,Sensitivity_10,Specificity_10,F1_10,AUC_10,TP_11,TN_11,FP_11,FN_11,Accuracy_11,Sensitivity_11,Specificity_11,F1_11,AUC_11
35,12,39,12,11,0.6892,0.5217,0.7647,0.5106,0.8184,16,39,12,7,0.7432,0.6957,0.7647,0.6275,0.8508,18,36,15,5,0.7297,0.7826,0.7059,0.6429,0.8235,17,38,13,6,0.7432,0.7391,0.7451,0.6415,0.8142,20,39,12,3,0.7973,0.8696,0.7647,0.7273,0.8849,20,38,13,3,0.7838,0.8696,0.7451,0.7143,0.8274,14,45,7,9,0.7867,0.6087,0.8654,0.6364,0.8771,16,45,7,7,0.8133,0.6957,0.8654,0.6957,0.8988,16,47,5,7,0.84,0.6957,0.9038,0.7273,0.9164,14,43,9,9,0.76,0.6087,0.8269,0.6087,0.8863,18,47,5,5,0.8667,0.7826,0.9038,0.7826,0.9273,13,45,7,10,0.7733,0.5652,0.8654,0.6047,0.8771
36,19,32,15,8,0.6892,0.7037,0.6809,0.623,0.7857,17,34,13,10,0.6892,0.6296,0.7234,0.5965,0.7502,20,33,14,7,0.7162,0.7407,0.7021,0.6557,0.7786,21,36,11,6,0.7703,0.7778,0.766,0.7119,0.7935,24,33,14,3,0.7703,0.8889,0.7021,0.7385,0.8739,20,34,13,7,0.7297,0.7407,0.7234,0.6667,0.7837,9,50,10,6,0.7867,0.6,0.8333,0.5294,0.8211,9,52,8,6,0.8133,0.6,0.8667,0.5625,0.8011,13,55,5,2,0.9067,0.8667,0.9167,0.7879,0.87,9,53,7,6,0.8267,0.6,0.8833,0.5806,0.8567,12,53,7,3,0.8667,0.8,0.8833,0.7059,0.8606,10,50,10,5,0.8,0.6667,0.8333,0.5714,0.8417
37,19,38,12,5,0.7703,0.7917,0.76,0.6909,0.8967,20,40,10,4,0.8108,0.8333,0.8,0.7407,0.865,21,40,10,3,0.8243,0.875,0.8,0.7636,0.8658,20,42,8,4,0.8378,0.8333,0.84,0.7692,0.89,22,37,13,2,0.7973,0.9167,0.74,0.7458,0.9267,21,38,12,3,0.7973,0.875,0.76,0.7368,0.8783,9,48,13,5,0.76,0.6429,0.7869,0.5,0.8712,12,53,8,2,0.8667,0.8571,0.8689,0.7059,0.9262,11,54,7,3,0.8667,0.7857,0.8852,0.6875,0.9379,10,51,10,4,0.8133,0.7143,0.8361,0.5882,0.9016,14,52,9,0,0.88,1.0,0.8525,0.7568,0.9461,9,48,13,5,0.76,0.6429,0.7869,0.5,0.8841
38,21,33,15,5,0.7297,0.8077,0.6875,0.6774,0.8253,20,36,12,6,0.7568,0.7692,0.75,0.6897,0.8646,22,35,13,4,0.7703,0.8462,0.7292,0.7213,0.8758,21,35,13,5,0.7568,0.8077,0.7292,0.7,0.8494,23,37,11,3,0.8108,0.8846,0.7708,0.7667,0.9423,24,31,17,2,0.7432,0.9231,0.6458,0.7164,0.8333,8,49,13,5,0.76,0.6154,0.7903,0.4706,0.8598,10,53,9,3,0.84,0.7692,0.8548,0.625,0.8722,9,55,7,4,0.8533,0.6923,0.8871,0.6207,0.8945,9,52,10,4,0.8133,0.6923,0.8387,0.5625,0.8834,10,53,9,3,0.84,0.7692,0.8548,0.625,0.9001,9,49,13,4,0.7733,0.6923,0.7903,0.5143,0.8536
39,17,32,17,8,0.6622,0.68,0.6531,0.5763,0.7502,17,34,15,8,0.6892,0.68,0.6939,0.5965,0.7159,21,33,16,4,0.7297,0.84,0.6735,0.6774,0.7829,21,37,12,4,0.7838,0.84,0.7551,0.7241,0.7869,21,37,12,4,0.7838,0.84,0.7551,0.7241,0.8661,21,34,15,4,0.7432,0.84,0.6939,0.6885,0.7608,9,41,21,4,0.6667,0.6923,0.6613,0.4186,0.7308,11,51,11,2,0.8267,0.8462,0.8226,0.6286,0.8189,11,52,10,2,0.84,0.8462,0.8387,0.6471,0.8313,11,45,17,2,0.7467,0.8462,0.7258,0.5366,0.7953,11,49,13,2,0.8,0.8462,0.7903,0.5946,0.8325,9,41,21,4,0.6667,0.6923,0.6613,0.4186,0.745
40,16,35,12,11,0.6892,0.5926,0.7447,0.5818,0.7959,16,38,9,11,0.7297,0.5926,0.8085,0.6154,0.792,19,35,12,8,0.7297,0.7037,0.7447,0.6552,0.7604,19,37,10,8,0.7568,0.7037,0.7872,0.6786,0.814,22,34,13,5,0.7568,0.8148,0.7234,0.7097,0.8566,19,35,12,8,0.7297,0.7037,0.7447,0.6552,0.8266,11,48,11,5,0.7867,0.6875,0.8136,0.5789,0.8835,11,53,6,5,0.8533,0.6875,0.8983,0.6667,0.8824,12,56,3,4,0.9067,0.75,0.9492,0.7742,0.9258,11,53,6,5,0.8533,0.6875,0.8983,0.6667,0.9142,13,54,5,3,0.8933,0.8125,0.9153,0.7647,0.9211,11,49,10,5,0.8,0.6875,0.8305,0.5946,0.8919
41,20,36,11,7,0.7568,0.7407,0.766,0.6897,0.8511,19,37,10,8,0.7568,0.7037,0.7872,0.6786,0.8589,21,38,9,6,0.7973,0.7778,0.8085,0.7368,0.9062,20,37,10,7,0.7703,0.7407,0.7872,0.7018,0.8605,26,39,8,1,0.8784,0.963,0.8298,0.8525,0.9236,22,35,12,5,0.7703,0.8148,0.7447,0.7213,0.8779,13,42,13,7,0.7333,0.65,0.7636,0.5652,0.7718,13,45,10,7,0.7733,0.65,0.8182,0.6047,0.7355,16,47,8,4,0.84,0.8,0.8545,0.7273,0.8109,13,46,9,7,0.7867,0.65,0.8364,0.619,0.8055,15,46,9,5,0.8133,0.75,0.8364,0.6818,0.7823,13,43,12,7,0.7467,0.65,0.7818,0.5778,0.7864
42,13,34,19,8,0.6351,0.619,0.6415,0.4906,0.7358,15,38,15,6,0.7162,0.7143,0.717,0.5882,0.7682,16,36,17,5,0.7027,0.7619,0.6792,0.5926,0.7332,15,38,15,6,0.7162,0.7143,0.717,0.5882,0.726,16,41,12,5,0.7703,0.7619,0.7736,0.6531,0.8338,17,34,19,4,0.6892,0.8095,0.6415,0.5965,0.7323,12,37,18,8,0.6533,0.6,0.6727,0.48,0.6755,15,43,12,5,0.7733,0.75,0.7818,0.6383,0.7891,14,45,10,6,0.7867,0.7,0.8182,0.6364,0.8118,14,41,14,6,0.7333,0.7,0.7455,0.5833,0.7418,15,44,11,5,0.7867,0.75,0.8,0.6522,0.7991,12,39,16,8,0.68,0.6,0.7091,0.5,0.6991
43,17,32,21,4,0.6622,0.8095,0.6038,0.5763,0.8158,17,34,19,4,0.6892,0.8095,0.6415,0.5965,0.841,17,35,18,4,0.7027,0.8095,0.6604,0.6071,0.8059,17,34,19,4,0.6892,0.8095,0.6415,0.5965,0.805,18,37,16,3,0.7432,0.8571,0.6981,0.6545,0.8868,19,32,21,2,0.6892,0.9048,0.6038,0.623,0.8059,14,34,19,8,0.64,0.6364,0.6415,0.5091,0.771,16,41,12,6,0.76,0.7273,0.7736,0.64,0.8413,15,42,11,7,0.76,0.6818,0.7925,0.625,0.8242,15,39,14,7,0.72,0.6818,0.7358,0.5882,0.8113,20,40,13,2,0.8,0.9091,0.7547,0.7273,0.8456,13,35,18,9,0.64,0.5909,0.6604,0.4906,0.786
44,19,31,14,10,0.6757,0.6552,0.6889,0.6129,0.7548,20,31,14,9,0.6892,0.6897,0.6889,0.6349,0.7655,22,31,14,7,0.7162,0.7586,0.6889,0.6769,0.7847,20,33,12,9,0.7162,0.6897,0.7333,0.6557,0.764,25,33,12,4,0.7838,0.8621,0.7333,0.7576,0.8659,24,33,12,5,0.7703,0.8276,0.7333,0.7385,0.7743,14,45,11,5,0.7867,0.7368,0.8036,0.6364,0.8825,15,48,8,4,0.84,0.7895,0.8571,0.7143,0.8994,16,51,5,3,0.8933,0.8421,0.9107,0.8,0.9314,13,47,9,6,0.8,0.6842,0.8393,0.6341,0.9051,16,49,7,3,0.8667,0.8421,0.875,0.7619,0.9243,13,45,11,6,0.7733,0.6842,0.8036,0.6047,0.8844
45,17,36,14,7,0.7162,0.7083,0.72,0.6182,0.8317,14,35,15,10,0.6622,0.5833,0.7,0.5283,0.7617,16,36,14,8,0.7027,0.6667,0.72,0.5926,0.7867,17,39,11,7,0.7568,0.7083,0.78,0.6538,0.7958,19,35,15,5,0.7297,0.7917,0.7,0.6552,0.8642,18,37,13,6,0.7432,0.75,0.74,0.6545,0.8096,10,38,13,14,0.64,0.4167,0.7451,0.4255,0.6299,10,41,10,14,0.68,0.4167,0.8039,0.4545,0.6185,14,46,5,10,0.8,0.5833,0.902,0.6512,0.7247,10,43,8,14,0.7067,0.4167,0.8431,0.4762,0.6577,13,43,8,11,0.7467,0.5417,0.8431,0.5778,0.6846,10,38,13,14,0.64,0.4167,0.7451,0.4255,0.6503
46,19,25,20,10,0.5946,0.6552,0.5556,0.5588,0.7632,21,32,13,8,0.7162,0.7241,0.7111,0.6667,0.8567,26,28,17,3,0.7297,0.8966,0.6222,0.7222,0.8789,25,31,14,4,0.7568,0.8621,0.6889,0.7353,0.8498,28,37,8,1,0.8784,0.9655,0.8222,0.8615,0.9341,26,25,20,3,0.6892,0.8966,0.5556,0.6933,0.7962,12,40,14,9,0.6933,0.5714,0.7407,0.5106,0.7919,12,45,9,9,0.76,0.5714,0.8333,0.5714,0.8166,13,46,8,8,0.7867,0.619,0.8519,0.619,0.8607,10,43,11,11,0.7067,0.4762,0.7963,0.4762,0.8263,16,43,11,5,0.7867,0.7619,0.7963,0.6667,0.8448,12,40,14,9,0.6933,0.5714,0.7407,0.5106,0.7892
47,18,29,14,13,0.6351,0.5806,0.6744,0.5714,0.7352,20,30,13,11,0.6757,0.6452,0.6977,0.625,0.7569,21,29,14,10,0.6757,0.6774,0.6744,0.6364,0.7502,19,30,13,12,0.6622,0.6129,0.6977,0.6032,0.7442,24,32,11,7,0.7568,0.7742,0.7442,0.7273,0.8537,24,29,14,7,0.7162,0.7742,0.6744,0.6957,0.7611,9,49,13,4,0.7733,0.6923,0.7903,0.5143,0.83,10,51,11,3,0.8133,0.7692,0.8226,0.5882,0.8648,9,53,9,4,0.8267,0.6923,0.8548,0.5806,0.8772,9,50,12,4,0.7867,0.6923,0.8065,0.5294,0.8474,10,49,13,3,0.7867,0.7692,0.7903,0.5556,0.8797,7,48,14,6,0.7333,0.5385,0.7742,0.4118,0.8213
48,20,30,10,14,0.6757,0.5882,0.75,0.625,0.8287,20,30,10,14,0.6757,0.5882,0.75,0.625,0.7846,26,30,10,8,0.7568,0.7647,0.75,0.7429,0.8029,23,30,10,11,0.7162,0.6765,0.75,0.6866,0.8301,28,33,7,6,0.8243,0.8235,0.825,0.8116,0.8824,30,29,11,4,0.7973,0.8824,0.725,0.8,0.8118,13,47,8,7,0.8,0.65,0.8545,0.6341,0.9027,15,50,5,5,0.8667,0.75,0.9091,0.75,0.9209,16,51,4,4,0.8933,0.8,0.9273,0.8,0.9436,15,49,6,5,0.8533,0.75,0.8909,0.7317,0.9291,16,50,5,4,0.88,0.8,0.9091,0.7805,0.9318,16,47,8,4,0.84,0.8,0.8545,0.7273,0.9018
49,21,31,18,4,0.7027,0.84,0.6327,0.6562,0.8033,18,32,17,7,0.6757,0.72,0.6531,0.6,0.7739,19,33,16,6,0.7027,0.76,0.6735,0.6333,0.831,20,33,16,5,0.7162,0.8,0.6735,0.6557,0.8131,21,37,12,4,0.7838,0.84,0.7551,0.7241,0.8849,21,31,18,4,0.7027,0.84,0.6327,0.6562,0.7873,13,42,8,12,0.7333,0.52,0.84,0.5652,0.8016,17,44,6,8,0.8133,0.68,0.88,0.7083,0.8312,15,46,4,10,0.8133,0.6,0.92,0.6818,0.8752,14,44,6,11,0.7733,0.56,0.88,0.6222,0.8472,21,45,5,4,0.88,0.84,0.9,0.8235,0.8952,12,42,8,13,0.72,0.48,0.84,0.5333,0.816
50,18,30,15,11,0.6486,0.6207,0.6667,0.5806,0.7602,20,30,15,9,0.6757,0.6897,0.6667,0.625,0.7678,22,31,14,7,0.7162,0.7586,0.6889,0.6769,0.7916,21,34,11,8,0.7432,0.7241,0.7556,0.6885,0.7693,23,35,10,6,0.7838,0.7931,0.7778,0.7419,0.8705,26,31,14,3,0.7703,0.8966,0.6889,0.7536,0.7854,17,43,10,5,0.8,0.7727,0.8113,0.6939,0.8139,16,42,11,6,0.7733,0.7273,0.7925,0.6531,0.8002,17,46,7,5,0.84,0.7727,0.8679,0.7391,0.8328,16,42,11,6,0.7733,0.7273,0.7925,0.6531,0.819,16,46,7,6,0.8267,0.7273,0.8679,0.7111,0.8246,17,42,11,5,0.7867,0.7727,0.7925,0.68,0.7993
51,15,38,14,7,0.7162,0.6818,0.7308,0.5882,0.8479,14,38,14,8,0.7027,0.6364,0.7308,0.56,0.8252,17,37,15,5,0.7297,0.7727,0.7115,0.6296,0.8505,17,38,14,5,0.7432,0.7727,0.7308,0.6415,0.8636,20,39,13,2,0.7973,0.9091,0.75,0.7273,0.8925,19,36,16,3,0.7432,0.8636,0.6923,0.6667,0.8601,14,40,14,7,0.72,0.6667,0.7407,0.5714,0.843,16,42,12,5,0.7733,0.7619,0.7778,0.6531,0.8721,15,43,11,6,0.7733,0.7143,0.7963,0.6383,0.873,15,39,15,6,0.72,0.7143,0.7222,0.5882,0.8519,19,41,13,2,0.8,0.9048,0.7593,0.717,0.8743,14,38,16,7,0.6933,0.6667,0.7037,0.549,0.8025
52,20,33,12,9,0.7162,0.6897,0.7333,0.6557,0.8161,18,36,9,11,0.7297,0.6207,0.8,0.6429,0.8268,21,34,11,8,0.7432,0.7241,0.7556,0.6885,0.8176,22,35,10,7,0.7703,0.7586,0.7778,0.7213,0.8008,25,36,9,4,0.8243,0.8621,0.8,0.7937,0.8828,23,33,12,6,0.7568,0.7931,0.7333,0.7188,0.7939,11,44,14,6,0.7333,0.6471,0.7586,0.5238,0.8144,13,50,8,4,0.84,0.7647,0.8621,0.6842,0.8621,12,52,6,5,0.8533,0.7059,0.8966,0.6857,0.859,11,46,12,6,0.76,0.6471,0.7931,0.55,0.8377,15,50,8,2,0.8667,0.8824,0.8621,0.75,0.8869,10,44,14,7,0.72,0.5882,0.7586,0.4878,0.8271
53,18,28,15,13,0.6216,0.5806,0.6512,0.5625,0.7637,20,29,14,11,0.6622,0.6452,0.6744,0.6154,0.6849,21,27,16,10,0.6486,0.6774,0.6279,0.6176,0.7142,19,29,14,12,0.6486,0.6129,0.6744,0.5938,0.7157,23,28,15,8,0.6892,0.7419,0.6512,0.6667,0.8072,24,29,14,7,0.7162,0.7742,0.6744,0.6957,0.7059,14,46,12,3,0.8,0.8235,0.7931,0.6512,0.9037,16,50,8,1,0.88,0.9412,0.8621,0.7805,0.926,16,51,7,1,0.8933,0.9412,0.8793,0.8,0.931,16,46,12,1,0.8267,0.9412,0.7931,0.7111,0.9209,17,49,9,0,0.88,1.0,0.8448,0.7907,0.9255,15,45,13,2,0.8,0.8824,0.7759,0.6667,0.9006
54,19,36,14,5,0.7432,0.7917,0.72,0.6667,0.8758,15,37,13,9,0.7027,0.625,0.74,0.5769,0.8308,18,37,13,6,0.7432,0.75,0.74,0.6545,0.8533,19,36,14,5,0.7432,0.7917,0.72,0.6667,0.855,19,38,12,5,0.7703,0.7917,0.76,0.6909,0.9142,20,35,15,4,0.7432,0.8333,0.7,0.678,0.8433,10,45,15,5,0.7333,0.6667,0.75,0.5,0.7644,10,50,10,5,0.8,0.6667,0.8333,0.5714,0.7856,11,53,7,4,0.8533,0.7333,0.8833,0.6667,0.8089,10,47,13,5,0.76,0.6667,0.7833,0.5263,0.7656,11,50,10,4,0.8133,0.7333,0.8333,0.6111,0.8039,9,45,15,6,0.72,0.6,0.75,0.4615,0.7533
55,17,33,13,11,0.6757,0.6071,0.7174,0.5862,0.7748,16,34,12,12,0.6757,0.5714,0.7391,0.5714,0.7508,18,32,14,10,0.6757,0.6429,0.6957,0.6,0.7407,19,36,10,9,0.7432,0.6786,0.7826,0.6667,0.7632,21,39,7,7,0.8108,0.75,0.8478,0.75,0.8789,21,35,11,7,0.7568,0.75,0.7609,0.7,0.7648,11,42,17,5,0.7067,0.6875,0.7119,0.5,0.8231,12,48,11,4,0.8,0.75,0.8136,0.6154,0.8453,11,51,8,5,0.8267,0.6875,0.8644,0.6286,0.8697,11,47,12,5,0.7733,0.6875,0.7966,0.5641,0.8581,12,47,12,4,0.7867,0.75,0.7966,0.6,0.8845,10,42,17,6,0.6933,0.625,0.7119,0.4651,0.8072
56,17,38,9,10,0.7432,0.6296,0.8085,0.6415,0.7872,18,37,10,9,0.7432,0.6667,0.7872,0.6545,0.7738,18,38,9,9,0.7568,0.6667,0.8085,0.6667,0.7849,18,41,6,9,0.7973,0.6667,0.8723,0.7059,0.7707,21,40,7,6,0.8243,0.7778,0.8511,0.7636,0.8621,19,38,9,8,0.7703,0.7037,0.8085,0.6909,0.7975,14,42,13,6,0.7467,0.7,0.7636,0.5957,0.8027,13,48,7,7,0.8133,0.65,0.8727,0.65,0.8236,15,52,3,5,0.8933,0.75,0.9455,0.7895,0.8764,12,46,9,8,0.7733,0.6,0.8364,0.5854,0.8273,15,49,6,5,0.8533,0.75,0.8909,0.7317,0.8618,13,45,10,7,0.7733,0.65,0.8182,0.6047,0.8109
57,22,26,18,8,0.6486,0.7333,0.5909,0.6286,0.7439,26,28,16,4,0.7297,0.8667,0.6364,0.7222,0.803,28,26,18,2,0.7297,0.9333,0.5909,0.7368,0.8667,27,27,17,3,0.7297,0.9,0.6136,0.7297,0.7667,29,32,12,1,0.8243,0.9667,0.7273,0.8169,0.9333,28,27,17,2,0.7432,0.9333,0.6136,0.7467,0.7159,11,51,13,0,0.8267,1.0,0.7969,0.6286,0.983,11,58,6,0,0.92,1.0,0.9062,0.7857,0.9872,11,62,2,0,0.9733,1.0,0.9688,0.9167,0.9858,11,59,5,0,0.9333,1.0,0.9219,0.8148,0.9886,11,58,6,0,0.92,1.0,0.9062,0.7857,0.9851,11,52,12,0,0.84,1.0,0.8125,0.6471,0.9815
58,19,29,18,8,0.6486,0.7037,0.617,0.5938,0.7092,20,32,15,7,0.7027,0.7407,0.6809,0.6452,0.7478,21,31,16,6,0.7027,0.7778,0.6596,0.6562,0.7998,19,30,17,8,0.6622,0.7037,0.6383,0.6032,0.7439,25,35,12,2,0.8108,0.9259,0.7447,0.7812,0.9228,23,29,18,4,0.7027,0.8519,0.617,0.6765,0.7329,14,43,14,4,0.76,0.7778,0.7544,0.6087,0.8548,13,51,6,5,0.8533,0.7222,0.8947,0.7027,0.845,14,52,5,4,0.88,0.7778,0.9123,0.7568,0.8928,12,47,10,6,0.7867,0.6667,0.8246,0.6,0.8723,14,52,5,4,0.88,0.7778,0.9123,0.7568,0.8967,14,45,12,4,0.7867,0.7778,0.7895,0.6364,0.8528
59,18,32,12,12,0.6757,0.6,0.7273,0.6,0.797,17,33,11,13,0.6757,0.5667,0.75,0.5862,0.7576,20,32,12,10,0.7027,0.6667,0.7273,0.6452,0.7689,20,34,10,10,0.7297,0.6667,0.7727,0.6667,0.7621,23,35,9,7,0.7838,0.7667,0.7955,0.7419,0.8432,24,32,12,6,0.7568,0.8,0.7273,0.7273,0.8121,9,42,13,11,0.68,0.45,0.7636,0.4286,0.7291,10,45,10,10,0.7333,0.5,0.8182,0.5,0.7373,12,48,7,8,0.8,0.6,0.8727,0.6154,0.7936,10,45,10,10,0.7333,0.5,0.8182,0.5,0.7618,14,44,11,6,0.7733,0.7,0.8,0.6222,0.7627,11,42,13,9,0.7067,0.55,0.7636,0.5,0.7423
60,24,22,15,13,0.6216,0.6486,0.5946,0.6316,0.7319,25,23,14,12,0.6486,0.6757,0.6216,0.6579,0.7246,27,22,15,10,0.6622,0.7297,0.5946,0.6835,0.7663,27,23,14,10,0.6757,0.7297,0.6216,0.6923,0.756,31,26,11,6,0.7703,0.8378,0.7027,0.7848,0.832,28,22,15,9,0.6757,0.7568,0.5946,0.7,0.7564,11,51,10,3,0.8267,0.7857,0.8361,0.6286,0.8993,11,57,4,3,0.9067,0.7857,0.9344,0.7586,0.9321,12,57,4,2,0.92,0.8571,0.9344,0.8,0.9707,11,53,8,3,0.8533,0.7857,0.8689,0.6667,0.9028,13,55,6,1,0.9067,0.9286,0.9016,0.7879,0.9649,8,51,10,6,0.7867,0.5714,0.8361,0.5,0.8817
61,12,37,16,9,0.6622,0.5714,0.6981,0.4898,0.7853,13,38,15,8,0.6892,0.619,0.717,0.5306,0.7646,14,38,15,7,0.7027,0.6667,0.717,0.56,0.7341,15,39,14,6,0.7297,0.7143,0.7358,0.6,0.7457,15,37,16,6,0.7027,0.7143,0.6981,0.5769,0.8553,16,38,15,5,0.7297,0.7619,0.717,0.6154,0.7749,18,40,10,7,0.7733,0.72,0.8,0.6792,0.9032,20,46,4,5,0.88,0.8,0.92,0.8163,0.9128,20,47,3,5,0.8933,0.8,0.94,0.8333,0.9424,19,42,8,6,0.8133,0.76,0.84,0.7308,0.9328,23,46,4,2,0.92,0.92,0.92,0.8846,0.9464,19,40,10,6,0.7867,0.76,0.8,0.7037,0.908
62,13,28,22,11,0.5541,0.5417,0.56,0.4407,0.6608,11,33,17,13,0.5946,0.4583,0.66,0.4231,0.6767,15,27,23,9,0.5676,0.625,0.54,0.4839,0.6408,15,29,21,9,0.5946,0.625,0.58,0.5,0.7,18,33,17,6,0.6892,0.75,0.66,0.6102,0.81,20,27,23,4,0.6351,0.8333,0.54,0.597,0.66,9,39,14,13,0.64,0.4091,0.7358,0.4,0.7033,11,44,9,11,0.7333,0.5,0.8302,0.5238,0.7144,11,47,6,11,0.7733,0.5,0.8868,0.5641,0.777,10,44,9,12,0.72,0.4545,0.8302,0.4878,0.7479,13,46,7,9,0.7867,0.5909,0.8679,0.619,0.7899,10,39,14,12,0.6533,0.4545,0.7358,0.4348,0.7127
63,9,36,15,14,0.6081,0.3913,0.7059,0.383,0.6863,12,33,18,11,0.6081,0.5217,0.6471,0.4528,0.6206,15,36,15,8,0.6892,0.6522,0.7059,0.566,0.6888,15,38,13,8,0.7162,0.6522,0.7451,0.5882,0.7349,18,38,13,5,0.7568,0.7826,0.7451,0.6667,0.8252,16,36,15,7,0.7027,0.6957,0.7059,0.5926,0.7353,13,42,15,5,0.7333,0.7222,0.7368,0.5652,0.8421,11,49,8,7,0.8,0.6111,0.8596,0.5946,0.8177,14,51,6,4,0.8667,0.7778,0.8947,0.7368,0.8947,11,48,9,7,0.7867,0.6111,0.8421,0.5789,0.8743,13,50,7,5,0.84,0.7222,0.8772,0.6842,0.8991,12,43,14,6,0.7333,0.6667,0.7544,0.5455,0.8411
64,11,32,18,13,0.5811,0.4583,0.64,0.4151,0.6625,12,36,14,12,0.6486,0.5,0.72,0.48,0.695,13,35,15,11,0.6486,0.5417,0.7,0.5,0.7067,13,36,14,11,0.6622,0.5417,0.72,0.5098,0.6833,19,39,11,5,0.7838,0.7917,0.78,0.7037,0.8367,14,35,15,10,0.6622,0.5833,0.7,0.5283,0.7063,15,41,8,11,0.7467,0.5769,0.8367,0.6122,0.8257,18,43,6,8,0.8133,0.6923,0.8776,0.72,0.8069,19,44,5,7,0.84,0.7308,0.898,0.76,0.8807,17,39,10,9,0.7467,0.6538,0.7959,0.6415,0.8658,20,43,6,6,0.84,0.7692,0.8776,0.7692,0.8881,16,40,9,10,0.7467,0.6154,0.8163,0.6275,0.8493
65,14,35,17,8,0.6622,0.6364,0.6731,0.5283,0.7893,14,36,16,8,0.6757,0.6364,0.6923,0.5385,0.8418,16,37,15,6,0.7162,0.7273,0.7115,0.6038,0.8619,14,36,16,8,0.6757,0.6364,0.6923,0.5385,0.8208,20,41,11,2,0.8243,0.9091,0.7885,0.7547,0.8995,17,34,18,5,0.6892,0.7727,0.6538,0.5965,0.8129,17,47,8,3,0.8533,0.85,0.8545,0.7556,0.8882,18,48,7,2,0.88,0.9,0.8727,0.8,0.9036,18,50,5,2,0.9067,0.9,0.9091,0.8372,0.9136,18,47,8,2,0.8667,0.9,0.8545,0.7826,0.9082,18,50,5,2,0.9067,0.9,0.9091,0.8372,0.9,17,46,9,3,0.84,0.85,0.8364,0.7391,0.9
66,17,36,11,10,0.7162,0.6296,0.766,0.6182,0.8692,16,37,10,11,0.7162,0.5926,0.7872,0.6038,0.87,20,38,9,7,0.7838,0.7407,0.8085,0.7143,0.8692,21,38,9,6,0.7973,0.7778,0.8085,0.7368,0.8676,23,37,10,4,0.8108,0.8519,0.7872,0.7667,0.9314,21,37,10,6,0.7838,0.7778,0.7872,0.7241,0.8558,16,38,15,6,0.72,0.7273,0.717,0.6038,0.8439,18,43,10,4,0.8133,0.8182,0.8113,0.72,0.8585,20,45,8,2,0.8667,0.9091,0.8491,0.8,0.8997,18,40,13,4,0.7733,0.8182,0.7547,0.6792,0.8662,19,44,9,3,0.84,0.8636,0.8302,0.76,0.8851,19,36,17,3,0.7333,0.8636,0.6792,0.6552,0.8413
67,19,43,6,6,0.8378,0.76,0.8776,0.76,0.8653,21,42,7,4,0.8514,0.84,0.8571,0.7925,0.862,22,38,11,3,0.8108,0.88,0.7755,0.7586,0.8702,19,43,6,6,0.8378,0.76,0.8776,0.76,0.8947,24,38,11,1,0.8378,0.96,0.7755,0.8,0.9355,22,42,7,3,0.8649,0.88,0.8571,0.8148,0.9241,19,46,6,4,0.8667,0.8261,0.8846,0.7917,0.939,20,49,3,3,0.92,0.8696,0.9423,0.8696,0.954,20,49,3,3,0.92,0.8696,0.9423,0.8696,0.9666,19,48,4,4,0.8933,0.8261,0.9231,0.8261,0.9624,22,49,3,1,0.9467,0.9565,0.9423,0.9167,0.9607,19,47,5,4,0.88,0.8261,0.9038,0.8085,0.9289
68,10,30,22,12,0.5405,0.4545,0.5769,0.3704,0.5997,9,33,19,13,0.5676,0.4091,0.6346,0.36,0.597,9,33,19,13,0.5676,0.4091,0.6346,0.36,0.5944,10,37,15,12,0.6351,0.4545,0.7115,0.4255,0.597,13,41,11,9,0.7297,0.5909,0.7885,0.5652,0.7815,12,35,17,10,0.6351,0.5455,0.6731,0.4706,0.6058,17,42,6,10,0.7867,0.6296,0.875,0.68,0.8472,18,44,4,9,0.8267,0.6667,0.9167,0.7347,0.8611,18,46,2,9,0.8533,0.6667,0.9583,0.766,0.8873,17,45,3,10,0.8267,0.6296,0.9375,0.7234,0.8804,22,44,4,5,0.88,0.8148,0.9167,0.8302,0.8827,15,42,6,12,0.76,0.5556,0.875,0.625,0.8665
